,iso2,year,sex,age,cases
4138,CY,2008,f,undisclosed,0
4139,CZ,2005,f,undisclosed,0
4140,CZ,2006,f,undisclosed,0
4141,CZ,2007,f,undisclosed,0
4142,CZ,2008,f,undisclosed,0
4143,DE,2005,f,undisclosed,0
4144,DE,2006,f,undisclosed,0
4145,DE,2007,f,undisclosed,0
4146,DE,2008,f,undisclosed,0
4147,DK,2005,f,undisclosed,0
4148,DK,2006,f,undisclosed,0
4149,DK,2007,f,undisclosed,0
4150,DK,2008,f,undisclosed,0
4151,DM,2008,f,undisclosed,0
4152,DO,2008,f,undisclosed,0
4153,EE,2005,f,undisclosed,0
4154,EE,2006,f,undisclosed,0
4155,EE,2007,f,undisclosed,0
4156,EE,2008,f,undisclosed,0
4157,EG,2008,f,undisclosed,3
4158,ES,2005,f,undisclosed,2
4159,ES,2006,f,undisclosed,1
4160,ES,2007,f,undisclosed,2
4161,ES,2008,f,undisclosed,1
4162,FI,2005,f,undisclosed,0
4163,FI,2006,f,undisclosed,0
4164,FI,2007,f,undisclosed,0
4165,FI,2008,f,undisclosed,0
4166,FM,2008,f,undisclosed,0
4167,FR,2005,f,undisclosed,0
4168,FR,2006,f,undisclosed,0
4169,FR,2007,f,undisclosed,0
4170,FR,2008,f,undisclosed,0
4171,GB,2005,f,undisclosed,1
4172,GB,2006,f,undisclosed,0
4173,GB,2007,f,undisclosed,2
4174,GB,2008,f,undisclosed,0
4175,GE,2006,f,undisclosed,1
4176,GE,2007,f,undisclosed,0
4177,GE,2008,f,undisclosed,0
4178,GM,2008,f,undisclosed,0
4179,GR,2005,f,undisclosed,0
4180,GR,2006,f,undisclosed,1
4181,GR,2007,f,undisclosed,2
4182,GR,2008,f,undisclosed,0
4183,GT,2008,f,undisclosed,0
4184,GU,2008,f,undisclosed,0
4185,GY,2008,f,undisclosed,0
4186,HK,2008,f,undisclosed,0
4187,HN,2008,f,undisclosed,0
4188,HR,2005,f,undisclosed,0
4189,HR,2006,f,undisclosed,0
4190,HR,2008,f,undisclosed,0
4191,HT,2008,f,undisclosed,0
4192,HU,2005,f,undisclosed,0
4193,HU,2006,f,undisclosed,0
4194,HU,2007,f,undisclosed,0
4195,HU,2008,f,undisclosed,1
4196,ID,2008,f,undisclosed,0
4197,IE,2005,f,undisclosed,0
4198,IE,2006,f,undisclosed,0
4199,IE,2007,f,undisclosed,0
4200,IE,2008,f,undisclosed,0
4201,IL,2005,f,undisclosed,0
4202,IL,2006,f,undisclosed,0
4203,IL,2007,f,undisclosed,0
4204,IL,2008,f,undisclosed,0
4205,IQ,2008,f,undisclosed,0
4206,IR,2008,f,undisclosed,0
4207,IS,2005,f,undisclosed,0
4208,IS,2006,f,undisclosed,0
4209,IS,2007,f,undisclosed,0
4210,IS,2008,f,undisclosed,0
4211,IT,2005,f,undisclosed,9
4212,IT,2006,f,undisclosed,10
4213,IT,2007,f,undisclosed,6
4214,IT,2008,f,undisclosed,1
4215,JM,2008,f,undisclosed,1
4216,JO,2008,f,undisclosed,0
4217,JP,2008,f,undisclosed,0
4218,KE,2008,f,undisclosed,0
4219,KG,2005,f,undisclosed,0
4220,KI,2008,f,undisclosed,0
4221,KM,2008,f,undisclosed,0
4222,KN,2008,f,undisclosed,0
4223,KP,2008,f,undisclosed,0
4224,KR,2008,f,undisclosed,0
4225,KW,2008,f,undisclosed,0
4226,KZ,2005,f,undisclosed,0
4227,KZ,2007,f,undisclosed,0
4228,KZ,2008,f,undisclosed,0
4229,LB,2008,f,undisclosed,0
4230,LC,2008,f,undisclosed,0
4231,LR,2008,f,undisclosed,0
4232,LS,2008,f,undisclosed,0
4233,LT,2005,f,undisclosed,0
4234,LT,2006,f,undisclosed,0
4235,LT,2007,f,undisclosed,0
4236,LT,2008,f,undisclosed,0
4237,LU,2005,f,undisclosed,0
4238,LU,2006,f,undisclosed,0
4239,LU,2007,f,undisclosed,0
4240,LU,2008,f,undisclosed,0
4241,LV,2005,f,undisclosed,0
4242,LV,2006,f,undisclosed,0
4243,LV,2008,f,undisclosed,0
4244,LY,2008,f,undisclosed,0
4245,MA,2008,f,undisclosed,0
4246,MD,2005,f,undisclosed,0
4247,MD,2007,f,undisclosed,0
4248,MD,2008,f,undisclosed,0
4249,ME,2005,f,undisclosed,0
4250,ME,2007,f,undisclosed,0
4251,ME,2008,f,undisclosed,0
4252,MG,2008,f,undisclosed,0
4253,MH,2008,f,undisclosed,0
4254,MK,2005,f,undisclosed,0
4255,MK,2006,f,undisclosed,0
4256,MK,2007,f,undisclosed,0
4257,MK,2008,f,undisclosed,0
4258,ML,2008,f,undisclosed,0
4259,MO,2008,f,undisclosed,0
4260,MP,2008,f,undisclosed,0
4261,MT,2005,f,undisclosed,0
4262,MT,2006,f,undisclosed,0
4263,MT,2007,f,undisclosed,0
4264,MT,2008,f,undisclosed,0
4265,MU,2008,f,undisclosed,0
4266,MX,2008,f,undisclosed,0
4267,MY,2008,f,undisclosed,0
4268,NC,2008,f,undisclosed,0
4269,NL,2005,f,undisclosed,0
4270,NL,2006,f,undisclosed,0
4271,NL,2007,f,undisclosed,0
4272,NL,2008,f,undisclosed,0
4273,NO,2005,f,undisclosed,0
4274,NO,2006,f,undisclosed,0
4275,NO,2008,f,undisclosed,0
4276,NR,2008,f,undisclosed,0
4277,NZ,2008,f,undisclosed,0
4278,OM,2008,f,undisclosed,0
4279,PE,2008,f,undisclosed,0
4280,PF,2008,f,undisclosed,1
4281,PL,2005,f,undisclosed,0
4282,PL,2006,f,undisclosed,0
4283,PL,2007,f,undisclosed,0
4284,PL,2008,f,undisclosed,0
4285,PR,2008,f,undisclosed,0
4286,PS,2008,f,undisclosed,0
4287,PT,2005,f,undisclosed,1
4288,PT,2006,f,undisclosed,1
4289,PT,2007,f,undisclosed,0
4290,PT,2008,f,undisclosed,0
4291,PY,2008,f,undisclosed,0
4292,QA,2008,f,undisclosed,0
4293,RO,2005,f,undisclosed,2
4294,RO,2006,f,undisclosed,1
4295,RO,2008,f,undisclosed,0
4296,RS,2005,f,undisclosed,0
4297,RS,2006,f,undisclosed,0
4298,RS,2007,f,undisclosed,0
4299,RS,2008,f,undisclosed,0
4300,RU,2008,f,undisclosed,0
4301,SB,2008,f,undisclosed,0
4302,SC,2008,f,undisclosed,0
4303,SD,2008,f,undisclosed,0
4304,SE,2005,f,undisclosed,0
4305,SE,2006,f,undisclosed,0
4306,SE,2007,f,undisclosed,0
4307,SE,2008,f,undisclosed,0
4308,SG,2008,f,undisclosed,0
4309,SI,2005,f,undisclosed,0
4310,SI,2006,f,undisclosed,0
4311,SI,2007,f,undisclosed,0
4312,SI,2008,f,undisclosed,0
4313,SK,2005,f,undisclosed,0
4314,SK,2006,f,undisclosed,0
4315,SK,2007,f,undisclosed,0
4316,SK,2008,f,undisclosed,0
4317,SN,2008,f,undisclosed,0
4318,SV,2008,f,undisclosed,0
4319,SZ,2008,f,undisclosed,0
4320,TJ,2005,f,undisclosed,0
4321,TJ,2008,f,undisclosed,0
4322,TM,2005,f,undisclosed,0
4323,TM,2007,f,undisclosed,0
4324,TO,2008,f,undisclosed,0
4325,TR,2005,f,undisclosed,0
4326,TR,2006,f,undisclosed,0
4327,TR,2007,f,undisclosed,0
4328,TR,2008,f,undisclosed,0
4329,TT,2008,f,undisclosed,0
4330,TV,2008,f,undisclosed,0
4331,UA,2007,f,undisclosed,0
4332,UG,2008,f,undisclosed,0
4333,US,2008,f,undisclosed,0
4334,UY,2008,f,undisclosed,0
4335,UZ,2007,f,undisclosed,0
4336,VE,2008,f,undisclosed,0
4337,ZA,2008,f,undisclosed,0
